year_CE,d18O
1956.9,-3.4800
1957.8,-3.4600
1958.6,-3.5300
1959.5,-3.4400
1960.3,-3.3100
1961.2,-3.3800
1962.0,-3.1900
1962.9,-3.3300
1963.8,-3.1500
1964.6,-3.2500
1965.5,-3.2600
1966.4,-3.4100
1967.2,-3.4400
1968.0,-3.5000
1968.9,-3.3800
1969.7,-3.4500
1970.6,-3.4200
1971.4,-3.4200
1972.2,-3.3100
1973.0,-3.3900
1973.9,-3.4700
1974.7,-3.3200
1975.5,-3.4000
1976.4,-3.5000
1977.2,-3.3000
1978.1,-3.3300
1978.9,-3.4300
1979.8,-3.2800
1980.6,-3.3700
1981.5,-3.2800
1982.3,-3.0900
1983.2,-3.1500
1984.0,-3.2000
1984.8,-3.2000
1985.7,-3.4400
1986.5,-3.2500
1988.3,-3.2700
1990.1,-3.1200
1991.8,-3.1100
1993.6,-3.1400
1995.4,-3.0900
1997.1,-3.1000
1998.9,-3.1000
2000.7,-3.1700
2002.5,-3.1700
2004.2,-3.0400
2006.0,-2.9500
