sample_id,age_BP,d18O_measurement,d13C_measurement,Mg_Ca_measurement,Sr_Ca_measurement,U_Ca_measurement,P_Ca_measurement,Ba_Ca_measurement,year_CE
359680,559.5802981,-9.23,,,,,,,1390.4197018999998
359679,558.327371,-8.93,,,,,,,1391.6726290000001
359678,557.1299216,-9.1,,,,,,,1392.8700784
359677,555.9482437,-8.87,,,,,,,1394.0517562999999
359676,554.7206587,-9.13,,,,,,,1395.2793413
359675,553.6059691,-8.91,,,,,,,1396.3940309
359674,552.4422766,-9.12,,,,,,,1397.5577234
359673,551.2421024,-8.86,,,,,,,1398.7578976
359672,550.1007119,-9.07,,,,,,,1399.8992881
359671,548.939725,-9.19,,,,,,,1401.060275
359670,547.702274,-9.43,,,,,,,1402.297726
359669,546.6011726,-9.23,,,,,,,1403.3988273999998
359668,545.2474849,-9.55,,,,,,,1404.7525151
359667,543.9969701,-9.49,,,,,,,1406.0030299
359666,542.7402767,-9.55,,,,,,,1407.2597233000001
359665,541.5734681,-9.31,,,,,,,1408.4265319
359664,540.3363382,-9.37,,,,,,,1409.6636618
359663,539.1320098,-9.1,,,,,,,1410.8679902
359662,538.0951275,-8.94,,,,,,,1411.9048725
359661,536.9509981,-8.74,,,,,,,1413.0490019
359660,535.8836449,-8.79,,,,,,,1414.1163551
359659,534.6746697,-8.47,,,,,,,1415.3253303000001
359658,533.5278785,-8.49,,,,,,,1416.4721215
359657,532.4707937,-8.47,,,,,,,1417.5292063000002
359656,531.0555222,-8.78,,,,,,,1418.9444778
359655,530.0194105,-8.73,,,,,,,1419.9805895
359654,528.8235321,-9.08,,,,,,,1421.1764679
359653,527.717166,-8.87,,,,,,,1422.282834
359652,526.5727411,-9.05,,,,,,,1423.4272589
359651,525.5312698,-8.93,,,,,,,1424.4687302
359650,524.4188264,-9.16,,,,,,,1425.5811736
359649,523.3456362,-8.89,,,,,,,1426.6543638
359648,522.329051,-9.3,,,,,,,1427.6709489999998
359647,521.3152531,-9.24,,,,,,,1428.6847469
